27.93,27.93,62.56,78.41,73.52
27.43,27.43,56.01,77.33,73.01
25.16,25.16,64.74,78.10,73.92
23.58,23.58,56.51,78.39,73.25
22.03,22.03,59.88,79.72,73.07
24.26,24.26,56.19,78.75,73.46
22.14,22.14,59.11,79.54,72.74
15.76,15.76,55.76,78.08,72.07
15.82,15.82,58.89,78.18,72.81
18.68,18.68,70.62,79.50,76.98
17.47,17.47,70.56,79.71,77.94
14.09,14.09,68.99,78.45,77.02
9.89,9.89,64.83,78.03,78.44
12.48,12.48,58.84,79.57,79.43
15.55,15.55,59.33,78.41,77.88
16.85,16.85,66.47,78.43,79.31
14.98,14.98,56.04,77.28,77.76
14.29,14.29,49.34,77.92,73.68
13.01,13.01,53.91,77.79,74.23
13.96,13.96,49.33,79.04,75.09
12.15,12.15,48.96,76.43,74.70
12.61,12.61,51.55,76.62,74.58
13.59,13.59,45.73,78.24,73.11
12.69,12.69,42.26,77.42,72.11
12.09,12.09,43.36,76.47,69.18
9.71,9.71,62.37,72.58,66.84
11.03,11.03,72.34,64.81,73.08
11.52,11.52,72.15,58.73,74.63
13.29,13.29,92.14,63.93,76.03
14.74,14.74,85.52,57.43,78.46
16.20,16.20,78.44,66.39,78.49
16.93,16.93,73.11,65.20,77.92
17.40,17.40,69.43,55.38,77.46
17.35,17.35,65.51,55.33,76.30
14.81,14.81,67.57,48.69,77.54
13.84,13.84,58.27,41.84,79.14
10.17,10.17,61.82,48.45,75.57
7.20,7.20,57.89,43.98,70.40
7.91,7.91,60.16,40.64,75.15
8.54,8.54,55.68,41.24,74.52
14.48,14.48,52.86,38.71,72.96
19.58,19.58,49.53,29.92,76.46
16.51,16.51,45.77,37.95,75.90
14.21,14.21,44.46,46.40,73.36
14.00,14.00,49.51,55.03,76.75
11.20,11.20,53.66,76.99,71.56
12.84,12.84,65.95,75.32,75.58
21.64,21.64,67.82,76.68,75.84
22.86,22.86,69.24,77.81,77.65
25.23,25.23,65.71,77.09,77.99
23.58,23.58,59.36,76.40,77.78
22.83,22.83,56.50,77.29,73.66
23.80,23.80,57.96,78.17,78.83
22.72,22.72,60.98,77.91,76.55
19.61,19.61,53.92,73.95,77.97
20.10,20.10,56.61,76.08,73.77
16.04,16.04,47.97,70.51,76.50
14.82,14.82,52.96,65.38,75.83
17.85,17.85,45.12,59.87,71.93
23.44,23.44,50.51,55.23,76.66
16.95,16.95,45.12,49.02,72.12
17.31,17.31,43.43,47.10,77.50
16.93,16.93,50.32,43.82,78.48
14.39,14.39,62.75,43.06,71.61
15.45,15.45,70.92,35.14,70.50
17.23,17.23,86.98,31.21,66.37
14.06,14.06,85.03,32.66,67.09
15.78,15.78,84.85,40.19,71.67
18.25,18.25,72.92,37.67,70.49
20.00,20.00,68.49,34.55,70.54
22.12,22.12,69.70,38.91,71.30
27.11,27.11,69.08,38.66,69.98
29.45,29.45,68.73,40.47,71.15
28.24,28.24,56.11,43.57,72.78
25.35,25.35,58.66,46.10,70.70
21.68,21.68,59.59,48.49,69.41
19.82,19.82,58.62,49.82,69.83
22.04,22.04,60.36,49.41,71.75
23.53,23.53,55.11,50.75,72.12
22.53,22.53,51.49,49.49,70.06
22.04,22.04,46.46,52.41,69.91
17.26,17.26,50.26,49.82,68.74
14.86,14.86,53.37,51.54,70.03
13.51,13.51,66.17,59.18,79.92
11.24,11.24,67.23,69.67,81.29
7.27,7.27,64.49,79.25,81.13
11.91,11.91,57.71,79.58,80.44
19.00,19.00,53.17,78.89,80.46
22.04,22.04,53.70,78.77,76.00
21.99,21.99,54.33,78.98,79.16
25.13,25.13,57.67,78.15,78.81
27.58,27.58,52.47,69.56,79.17
26.76,26.76,60.64,55.43,75.36
21.90,21.90,69.61,48.41,75.66
17.36,17.36,89.28,43.60,74.43
16.62,16.62,88.66,29.09,73.97
16.25,16.25,83.67,34.54,76.30
16.40,16.40,68.40,41.13,76.34
17.90,17.90,73.66,52.55,77.37
18.81,18.81,66.37,57.67,75.76
20.56,20.56,70.02,67.04,75.27
19.10,19.10,66.67,78.11,75.62
20.94,20.94,60.16,75.77,77.82
18.23,18.23,62.32,76.56,75.95
15.15,15.15,54.68,75.81,74.55
16.52,16.52,54.97,77.55,75.81
15.75,15.75,59.65,77.44,72.96
17.07,17.07,47.61,76.07,71.88
19.30,19.30,42.53,71.79,72.82
20.94,20.94,45.70,67.00,73.36
26.44,26.44,44.50,59.02,73.30
25.07,25.07,47.89,57.63,74.87
17.25,17.25,63.90,55.58,75.42
19.83,19.83,76.14,54.57,74.71
17.33,17.33,82.35,52.20,72.78
14.44,14.44,72.38,55.20,73.68
16.80,16.80,73.27,55.94,75.14
11.86,11.86,76.79,46.93,76.05
12.22,12.22,72.41,37.40,75.35
17.01,17.01,73.87,42.11,72.64
22.36,22.36,90.45,54.66,70.51
24.19,24.19,84.40,56.61,71.42
23.38,23.38,83.98,60.71,74.88
26.01,26.01,86.21,63.17,75.40
29.92,29.92,84.58,60.09,73.66
30.31,30.31,86.58,60.05,73.46
28.35,28.35,83.31,57.71,76.37
26.74,26.74,79.56,47.52,76.04
25.53,25.53,78.66,46.57,76.42
25.23,25.23,80.27,43.84,75.20
20.26,20.26,77.48,45.97,77.82
20.43,20.43,77.95,43.70,75.81
21.85,21.85,77.18,47.84,73.45
20.52,20.52,80.54,48.79,76.72
17.99,17.99,78.38,44.28,73.30
17.38,17.38,76.10,47.07,77.27
12.90,12.90,78.28,50.93,74.77
10.28,10.28,74.10,54.15,72.57
